WorkItemID,FoundInAzure,AzureTitle,AzureState,Error
86732,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
86831,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
86832,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
86833,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
86950,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
86951,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
86952,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
86953,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87049,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87050,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87116,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87117,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87123,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87221,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87222,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87299,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87411,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87495,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87577,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87578,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87579,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87644,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87704,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87842,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87882,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
87972,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
88062,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
88066,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
88067,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
88206,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
88210,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
88360,False,,,"404 - {""$id"":""1"",""innerException"":null,""message"":""TF401232: Work item 15 does not exist, or you do not have permissions to read it."",""typeName"":""Microsoft.TeamFoundation.WorkItemTracking.Server.WorkItemUnauthorizedAccessException, Microsoft.TeamFoundation.WorkItemTracking.Server"",""typeKey"":""WorkItemUnauthorizedAccessException"",""errorCode"":0,""eventId"":3200}"
